FORMAT:           OCCAM2MTDATA_1.0
TITLE:            MTpy-OccamDatafile, Profile=97.0 deg, Strike=7.0 deg
SITES:            15
   pb44
   pb43
   pb42
   pb41
   pb40
   pb39
   pb37
   pb35
   pb23
   pb25
   pb27
   pb29
   pb30
   pb32
   pb33
OFFSETS (M):      
   0.0
   2003.4
   3006.2
   3792.8
   4340.2
   4710.8
   5749.0
   6464.4
   7263.5
   7861.3
   8758.1
   9701.6
   10250.2
   11974.7
   14004.2
FREQUENCIES:      19
   7.812500e+01
   6.250000e+01
   4.687500e+01
   3.906250e+01
   3.125000e+01
   2.343750e+01
   1.953125e+01
   1.562500e+01
   1.171875e+01
   9.765625e+00
   7.812500e+00
   6.250000e+00
   4.687500e+00
   3.906250e+00
   3.125000e+00
   2.343750e+00
   1.953125e+00
   1.562500e+00
   1.171875e+00
DATA BLOCKS:      1140
SITE  FREQ  TYPE   DATUM    ERROR   
  9     3     6     48.7479   2.8660
  9     4     1      0.6015   0.0434
  9     4     2     50.4783   2.8660
  9     4     5      0.6635   0.0434
  9     4     6     50.1856   2.8660
  9     5     1      0.5948   0.0434
  9     5     2     50.0843   2.8660
  9     5     5      0.6629   0.0434
  9     5     6     49.5427   2.8660
  9     6     1      0.5889   0.0434
  9     6     2     49.4302   2.8660
  9     6     5      0.6492   0.0434
  9     6     6     49.1209   2.8660
  9     7     1      0.5838   0.0434
  9     7     2     49.5478   2.8660
  9     7     5      0.6429   0.0434
  9     7     6     49.4211   2.8660
  9     8     1      0.5613   0.0434
  9     8     2     49.7913   2.8660
  9     8     5      0.6146   0.0434
  9     8     6     49.8569   2.8660
  9     9     1      0.5472   0.0434
  9     9     2     50.5874   2.8660
  9     9     5      0.6555   0.0434
  9     9     6     48.0100   2.8660
  9     10    1      0.5102   0.0434
  9     10    2     52.2663   2.8660
  9     10    5      0.5553   0.0434
  9     10    6     50.3345   2.8660
  9     11    1      0.5323   0.0434
  9     11    2     51.1387   2.8660
  9     11    5      0.5745   0.0434
  9     11    6     49.9801   2.8660
  9     12    1      0.6322   0.0434
  9     12    2     50.3978   2.8660
  9     12    5      0.6039   0.0434
  9     12    6     50.8948   2.8660
  9     13    1      0.6017   0.0434
  9     13    2     50.0818   2.8660
  9     13    5      0.5696   0.0434
  9     13    6     49.7581   2.8660
  9     14    1      0.4605   0.0434
  9     14    2     48.2734   2.8660
  9     14    5      0.5015   0.0434
  9     14    6     47.6647   2.8660
  9     15    1      0.4323   0.0434
  9     15    2     46.2366   2.8660
  9     15    5      0.4847   0.0434
  9     15    6     45.3905   2.8660
  9     16    1      0.4035   0.0434
  9     16    2     42.8079   2.8660
  9     16    5      0.4813   0.0434
  9     16    6     41.2205   2.8660
  9     17    1      0.3786   0.0434
  9     17    2     39.7427   2.8660
  9     17    5      0.4781   0.0434
  9     17    6     38.1196   2.8660
  9     18    1      0.3838   0.0434
  9     18    2     35.8473   2.8660
  9     18    5      0.5025   0.0434
  9     18    6     35.2840   2.8660
  9     19    1      0.4143   0.0434
  9     19    2     30.7552   2.8660
  9     19    5      0.5557   0.0434
  9     19    6     32.1203   2.8660
  10    1     1      0.5893   0.0434
  10    1     2     52.1721   2.8660
  10    1     5      0.6579   0.0434
  10    1     6     52.1459   2.8660
  10    2     1      0.5557   0.0434
  10    2     2     50.4468   2.8660
  10    2     5      0.6426   0.0434
  10    2     6     50.1636   2.8660
  10    3     1      0.5476   0.0434
  10    3     2     48.8209   2.8660
  10    3     5      0.6576   0.0434
  10    3     6     48.4347   2.8660
  10    4     1      0.5585   0.0434
  10    4     2     50.0779   2.8660
  10    4     5      0.6415   0.0434
  10    4     6     49.8338   2.8660
  10    5     1      0.5532   0.0434
  10    5     2     49.6951   2.8660
  10    5     5      0.6398   0.0434
  10    5     6     49.2751   2.8660
  10    6     1      0.5488   0.0434
  10    6     2     48.7921   2.8660
  10    6     5      0.6293   0.0434
  10    6     6     48.7376   2.8660
  10    7     1      0.5424   0.0434
  10    7     2     49.0691   2.8660
  10    7     5      0.6303   0.0434
  10    7     6     48.7772   2.8660
  10    8     1      0.5220   0.0434
  10    8     2     49.6368   2.8660
  10    8     5      0.5991   0.0434
  10    8     6     49.3569   2.8660
  10    9     1      0.5046   0.0434
  10    9     2     50.1245   2.8660
  10    9     5      0.6119   0.0434
  10    9     6     48.8412   2.8660
  10    10    1      0.4550   0.0434
  10    10    2     52.1997   2.8660
  10    10    5      0.5378   0.0434
  10    10    6     50.9601   2.8660
  10    11    1      0.4992   0.0434
  10    11    2     50.4136   2.8660
  10    11    5      0.5505   0.0434
  10    11    6     50.3185   2.8660
  10    12    1      0.5024   0.0434
  10    12    2     49.9871   2.8660
  10    12    5      0.5994   0.0434
  10    12    6     51.9507   2.8660
  10    13    1      0.4631   0.0434
  10    13    2     49.0100   2.8660
  10    13    5      0.5621   0.0434
  10    13    6     50.7778   2.8660
  10    14    1      0.4008   0.0434
  10    14    2     47.4417   2.8660
  10    14    5      0.4952   0.0434
  10    14    6     47.6816   2.8660
  10    15    1      0.3765   0.0434
  10    15    2     45.1341   2.8660
  10    15    5      0.4820   0.0434
  10    15    6     45.4779   2.8660
  10    16    1      0.3616   0.0434
  10    16    2     40.9440   2.8660
  10    16    5      0.4782   0.0434
  10    16    6     42.0051   2.8660
  10    17    1      0.3543   0.0434
  10    17    2     38.4537   2.8660
  10    17    5      0.4674   0.0434
  10    17    6     38.7675   2.8660
  10    18    1      0.3598   0.0434
  10    18    2     34.3601   2.8660
  10    18    5      0.4913   0.0434
  10    18    6     36.0475   2.8660
  10    19    1      0.3954   0.0434
  10    19    2     28.5202   2.8660
  10    19    5      0.5386   0.0434
  10    19    6     33.2777   2.8660
  11    1     1      0.6704   0.0434
  11    1     2     50.3216   2.8660
  11    1     5      1.0425   0.0434
  11    1     6     50.9776   2.8660
  11    2     1      0.6411   0.0434
  11    2     2     48.9871   2.8660
  11    2     5      1.0236   0.0434
  11    2     6     49.2438   2.8660
  11    3     1      0.6426   0.0434
  11    3     2     47.4978   2.8660
  11    3     5      1.0342   0.0434
  11    3     6     47.3402   2.8660
  11    4     1      0.6579   0.0434
  11    4     2     48.8547   2.8660
  11    4     5      1.0240   0.0434
  11    4     6     49.3760   2.8660
  11    5     1      0.6505   0.0434
  11    5     2     48.5298   2.8660
  11    5     5      1.0213   0.0434
  11    5     6     48.7580   2.8660
  11    6     1      0.6417   0.0434
  11    6     2     47.7733   2.8660
  11    6     5      1.0202   0.0434
  11    6     6     47.8863   2.8660
  11    7     1      0.6480   0.0434
  11    7     2     48.4963   2.8660
  11    7     5      1.0085   0.0434
  11    7     6     48.3148   2.8660
  11    8     1      0.6254   0.0434
  11    8     2     49.3861   2.8660
  11    8     5      1.0108   0.0434
  11    8     6     48.2673   2.8660
  11    9     1      0.6115   0.0434
  11    9     2     49.9725   2.8660
  11    9     5      1.0107   0.0434
  11    9     6     48.3365   2.8660
  11    10    1      0.5756   0.0434
  11    10    2     51.7235   2.8660
  11    10    5      0.9461   0.0434
  11    10    6     50.5233   2.8660
  11    11    1      0.5985   0.0434
  11    11    2     50.6734   2.8660
  11    11    5      0.9581   0.0434
  11    11    6     49.7857   2.8660
  11    12    1      0.6226   0.0434
  11    12    2     49.4565   2.8660
  11    12    5      1.2803   0.0434
  11    12    6     50.0155   2.8660
  11    13    1      0.5830   0.0434
  11    13    2     48.6869   2.8660
  11    13    5      1.1930   0.0434
  11    13    6     49.0192   2.8660
  11    14    1      0.5511   0.0434
  11    14    2     47.8376   2.8660
  11    14    5      1.0959   0.0434
  11    14    6     46.7828   2.8660
  11    15    1      0.5114   0.0460
  11    15    2     44.8414   3.0368
  11    15    5      1.0542   0.0434
  11    15    6     45.4624   2.8660
  11    16    1      0.4996   0.0525
  11    16    2     42.4849   3.4627
  11    16    5      1.0269   0.0434
  11    16    6     41.0697   2.8660
  11    17    1      0.4952   0.0626
  11    17    2     39.0653   4.1359
  11    17    5      1.0438   0.0450
  11    17    6     36.6047   2.9682
  11    18    1      0.5187   0.0659
  11    18    2     35.0169   4.3538
  11    18    5      1.0755   0.0463
  11    18    6     33.7869   3.0523
  11    19    1      0.5752   0.0665
  11    19    2     33.0994   4.3919
  11    19    5      1.1262   0.0461
  11    19    6     31.2957   3.0434
  12    1     1      0.5547   0.0434
  12    1     2     50.3572   2.8660
  12    1     5      0.6279   0.0434
  12    1     6     46.5143   2.8660
  12    2     1      0.4261   0.0434
  12    2     2     51.9130   2.8660
  12    2     5      0.5134   0.0434
  12    2     6     50.8877   2.8660
  12    3     1      0.4075   0.0434
  12    3     2     49.1223   2.8660
  12    3     5      0.4974   0.0434
  12    3     6     46.9020   2.8660
  12    4     1      0.4580   0.0434
  12    4     2     47.7709   2.8660
  12    4     5      0.5274   0.0434
  12    4     6     46.0369   2.8660
  12    5     1      0.4581   0.0434
  12    5     2     47.6757   2.8660
  12    5     5      0.5307   0.0434
  12    5     6     46.0384   2.8660
  12    6     1      0.4595   0.0434
  12    6     2     46.8391   2.8660
  12    6     5      0.5280   0.0434
  12    6     6     45.8962   2.8660
  12    7     1      0.4658   0.0434
  12    7     2     47.6361   2.8660
  12    7     5      0.5391   0.0434
  12    7     6     46.3706   2.8660
  12    8     1      0.4465   0.0434
  12    8     2     48.3223   2.8660
  12    8     5      0.5101   0.0434
  12    8     6     47.3908   2.8660
  12    9     1      0.4277   0.0434
  12    9     2     48.7888   2.8660
  12    9     5      0.5305   0.0434
  12    9     6     46.4267   2.8660
  12    10    1      0.3755   0.0434
  12    10    2     51.2770   2.8660
  12    10    5      0.4397   0.0434
  12    10    6     49.5164   2.8660
  12    11    1      0.4290   0.0434
  12    11    2     50.0103   2.8660
  12    11    5      0.4739   0.0434
  12    11    6     49.0656   2.8660
  12    12    1      0.4291   0.0434
  12    12    2     50.1630   2.8660
  12    12    5      0.5061   0.0434
  12    12    6     49.9938   2.8660
  12    13    1      0.3843   0.0434
  12    13    2     49.4577   2.8660
  12    13    5      0.4726   0.0434
  12    13    6     49.2543   2.8660
  12    14    1      0.3252   0.0434
  12    14    2     48.0438   2.8660
  12    14    5      0.4112   0.0434
  12    14    6     47.1470   2.8660
  12    15    1      0.2959   0.0434
  12    15    2     45.9095   2.8660
  12    15    5      0.3923   0.0434
  12    15    6     44.9560   2.8660
  12    16    1      0.2828   0.0434
  12    16    2     42.0562   2.8660
  12    16    5      0.3877   0.0434
  12    16    6     41.5293   2.8660
  12    17    1      0.2731   0.0434
  12    17    2     39.1792   2.8660
  12    17    5      0.3834   0.0434
  12    17    6     38.5247   2.8660
  12    18    1      0.2797   0.0434
  12    18    2     35.1579   2.8660
  12    18    5      0.4099   0.0434
  12    18    6     35.0487   2.8660
  12    19    1      0.3156   0.0434
  12    19    2     29.8881   2.8660
  12    19    5      0.4481   0.0434
  12    19    6     32.0199   2.8660
  13    1     1      0.6225   0.0434
  13    1     2     48.6898   2.8660
  13    1     5      0.5982   0.0434
  13    1     6     50.2962   2.8660
  13    2     1      0.6068   0.0434
  13    2     2     46.8505   2.8660
  13    2     5      0.5736   0.0434
  13    2     6     48.0036   2.8660
  13    3     1      0.6409   0.0434
  13    3     2     44.9508   2.8660
  13    3     5      0.6053   0.0434
  13    3     6     45.6694   2.8660
  13    4     1      0.6209   0.0434
  13    4     2     46.2274   2.8660
  13    4     5      0.5893   0.0434
  13    4     6     46.8563   2.8660
  13    5     1      0.6285   0.0434
  13    5     2     46.0111   2.8660
  13    5     5      0.6024   0.0434
  13    5     6     46.5357   2.8660
  13    6     1      0.6248   0.0434
  13    6     2     45.8798   2.8660
  13    6     5      0.6082   0.0434
  13    6     6     46.4578   2.8660
  13    7     1      0.6248   0.0434
  13    7     2     46.7836   2.8660
  13    7     5      0.5922   0.0434
  13    7     6     47.0205   2.8660
  13    8     1      0.6041   0.0434
  13    8     2     47.4358   2.8660
  13    8     5      0.5693   0.0434
  13    8     6     48.4029   2.8660
  13    9     1      0.6446   0.0434
  13    9     2     47.2039   2.8660
  13    9     5      0.6320   0.0434
  13    9     6     47.0452   2.8660
  13    10    1      0.5583   0.0434
  13    10    2     50.0925   2.8660
  13    10    5      0.4958   0.0434
  13    10    6     50.2342   2.8660
  13    11    1      0.5826   0.0434
  13    11    2     49.6605   2.8660
  13    11    5      0.5534   0.0434
  13    11    6     49.3980   2.8660
  13    12    1      0.5911   0.0434
  13    12    2     49.4010   2.8660
  13    12    5      0.5875   0.0434
  13    12    6     47.4505   2.8660
  13    13    1      0.5610   0.0434
  13    13    2     48.7861   2.8660
  13    13    5      0.5494   0.0434
  13    13    6     47.2615   2.8660
  13    14    1      0.4962   0.0434
  13    14    2     47.4662   2.8660
  13    14    5      0.4649   0.0434
  13    14    6     47.0491   2.8660
  13    15    1      0.4727   0.0434
  13    15    2     45.2065   2.8660
  13    15    5      0.4483   0.0434
  13    15    6     44.8139   2.8660
  13    16    1      0.4635   0.0434
  13    16    2     41.4227   2.8660
  13    16    5      0.4491   0.0434
  13    16    6     41.1513   2.8660
  13    17    1      0.4440   0.0434
  13    17    2     38.7979   2.8660
  13    17    5      0.4485   0.0434
  13    17    6     38.1771   2.8660
  13    18    1      0.4591   0.0434
  13    18    2     34.9882   2.8660
  13    18    5      0.4728   0.0434
  13    18    6     35.5034   2.8660
  13    19    1      0.4914   0.0434
  13    19    2     29.2994   2.8660
  13    19    5      0.5066   0.0434
  13    19    6     31.8810   2.8660
  14    1     1      0.5137   0.0434
  14    1     2     49.9103   2.8660
  14    1     5      0.5091   0.0434
  14    1     6     51.5059   2.8660
  14    2     1      0.4908   0.0434
  14    2     2     48.1936   2.8660
  14    2     5      0.4784   0.0434
  14    2     6     49.3312   2.8660
  14    3     1      0.5179   0.0434
  14    3     2     46.2776   2.8660
  14    3     5      0.5044   0.0434
  14    3     6     46.8590   2.8660
  14    4     1      0.4946   0.0434
  14    4     2     47.4768   2.8660
  14    4     5      0.4849   0.0434
  14    4     6     47.9568   2.8660
  14    5     1      0.4991   0.0434
  14    5     2     47.0321   2.8660
  14    5     5      0.4945   0.0434
  14    5     6     47.4636   2.8660
  14    6     1      0.4932   0.0434
  14    6     2     46.7030   2.8660
  14    6     5      0.4972   0.0434
  14    6     6     47.1433   2.8660
  14    7     1      0.4875   0.0434
  14    7     2     47.3914   2.8660
  14    7     5      0.4817   0.0434
  14    7     6     47.4773   2.8660
  14    8     1      0.4682   0.0434
  14    8     2     47.9475   2.8660
  14    8     5      0.4559   0.0434
  14    8     6     48.6730   2.8660
  14    9     1      0.5032   0.0434
  14    9     2     47.3800   2.8660
  14    9     5      0.5292   0.0434
  14    9     6     47.2520   2.8660
  14    10    1      0.4248   0.0434
  14    10    2     50.5080   2.8660
  14    10    5      0.3838   0.0434
  14    10    6     50.1422   2.8660
  14    11    1      0.4557   0.0434
  14    11    2     49.7538   2.8660
  14    11    5      0.4373   0.0434
  14    11    6     49.5846   2.8660
  14    12    1      0.4680   0.0434
  14    12    2     49.1083   2.8660
  14    12    5      0.4686   0.0434
  14    12    6     48.0668   2.8660
  14    13    1      0.4389   0.0434
  14    13    2     48.7322   2.8660
  14    13    5      0.4366   0.0434
  14    13    6     47.8661   2.8660
  14    14    1      0.3711   0.0434
  14    14    2     47.1143   2.8660
  14    14    5      0.3587   0.0434
  14    14    6     47.5368   2.8660
  14    15    1      0.3469   0.0434
  14    15    2     45.6055   2.8660
  14    15    5      0.3363   0.0434
  14    15    6     45.5421   2.8660
  14    16    1      0.3307   0.0434
  14    16    2     41.7995   2.8660
  14    16    5      0.3423   0.0434
  14    16    6     42.0741   2.8660
  14    17    1      0.3138   0.0434
  14    17    2     39.5130   2.8660
  14    17    5      0.3360   0.0434
  14    17    6     39.3050   2.8660
  14    18    1      0.3125   0.0434
  14    18    2     34.5899   2.8660
  14    18    5      0.3580   0.0434
  14    18    6     35.9027   2.8660
  14    19    1      0.3557   0.0435
  14    19    2     29.3327   2.8738
  14    19    5      0.3916   0.0466
  14    19    6     31.9966   3.0773
  15    1     1      0.4275   0.0434
  15    1     2     51.4902   2.8660
  15    1     5      0.5131   0.0434
  15    1     6     51.3025   2.8660
  15    2     1      0.4099   0.0434
  15    2     2     49.6817   2.8660
  15    2     5      0.4891   0.0434
  15    2     6     49.2964   2.8660
  15    3     1      0.4315   0.0434
  15    3     2     47.1556   2.8660
  15    3     5      0.5169   0.0434
  15    3     6     46.5027   2.8660
  15    4     1      0.4159   0.0434
  15    4     2     48.0103   2.8660
  15    4     5      0.5042   0.0434
  15    4     6     47.1948   2.8660
  15    5     1      0.4139   0.0434
  15    5     2     47.6039   2.8660
  15    5     5      0.5071   0.0434
  15    5     6     46.5833   2.8660
  15    6     1      0.4173   0.0434
  15    6     2     46.5843   2.8660
  15    6     5      0.5034   0.0434
  15    6     6     45.8985   2.8660
  15    7     1      0.4213   0.0434
  15    7     2     46.8204   2.8660
  15    7     5      0.5177   0.0434
  15    7     6     45.8274   2.8660
  15    8     1      0.4116   0.0434
  15    8     2     47.1091   2.8660
  15    8     5      0.4846   0.0434
  15    8     6     46.8020   2.8660
  15    9     1      0.4101   0.0434
  15    9     2     47.5393   2.8660
  15    9     5      0.5515   0.0434
  15    9     6     45.5626   2.8660
  15    10    1      0.3639   0.0434
  15    10    2     49.5065   2.8660
  15    10    5      0.4688   0.0434
  15    10    6     48.2073   2.8660
  15    11    1      0.3846   0.0434
  15    11    2     49.6339   2.8660
  15    11    5      0.4827   0.0434
  15    11    6     48.1982   2.8660
  15    12    1      0.3627   0.0434
  15    12    2     47.4225   2.8660
  15    12    5      0.4645   0.0434
  15    12    6     44.2641   2.8660
  15    13    1      0.3134   0.0434
  15    13    2     45.3036   2.8660
  15    13    5      0.4071   0.0434
  15    13    6     41.3541   2.8660
  15    14    1      0.2679   0.0434
  15    14    2     45.0296   2.8660
  15    14    5      0.3590   0.0434
  15    14    6     40.6960   2.8660
  15    15    1      0.2502   0.0434
  15    15    2     43.2131   2.8660
  15    15    5      0.3478   0.0434
  15    15    6     40.1944   2.8660
  15    16    1      0.2208   0.0484
  15    16    2     40.1664   3.1956
  15    16    5      0.3378   0.0439
  15    16    6     38.5222   2.8985
  15    17    1      0.2136   0.0571
  15    17    2     38.7454   3.7673
  15    17    5      0.3649   0.0498
  15    17    6     36.9806   3.2887
  15    18    1      0.2219   0.0608
  15    18    2     34.9807   4.0143
  15    18    5      0.3882   0.0525
  15    18    6     34.7737   3.4656
  15    19    1      0.2685   0.0625
  15    19    2     29.9359   4.1260
  15    19    5      0.4425   0.0537
  15    19    6     30.1697   3.5449
