station,freq,lon,lat,phi_min,phi_max,azimuth,skew,n_skew,elliptic,tip_mag_re,tip_mag_im,tip_ang_re,tip_ang_im
10680,1.0547,142.02718333333334,-21.40713333333333,24.528743615797342,26.597108119239333,28.007836185427948,-0.022728674529622409,-0.045457349059244818,0.040456333405679688,0.038030817988073826,0.073156537913751082,-130.14667789811134,49.278934339414107
10690,1.0547,142.04435,-21.364783333333335,19.389300703734193,23.545840469425926,62.164979967969387,2.277089387729434,4.5541787754588681,0.096809737947015168,0.0,0.0,-180.0,-180.0
10700,1.0547,142.03060000000002,-21.323433333333334,16.864214086871041,18.90936121735054,59.722400818439176,1.3021580628906508,2.6043161257813017,0.057169212556681601,0.0,0.0,-180.0,-180.0
10710,1.0547,142.01121666666666,-21.285500000000003,17.009451353958042,17.866659248033713,24.601241312266431,0.90499074851004113,1.8099814970200823,0.024578655110318308,0.025119842329047373,0.015525651211300253,-42.180589325182233,-167.63367516244799
10720,1.0547,141.98798333333332,-21.24621666666667,14.47682943631272,15.117892182261659,-39.803601253902819,2.0547279724283691,4.1094559448567383,0.021661387939753179,0.0077908462306366302,0.04137584266923152,78.422875902866522,-75.003076640847354
10730,1.0547,141.96786666666668,-21.205466666666666,14.519878469855085,17.151566909303117,-47.586936381254127,0.67978815633260703,1.3595763126652141,0.083093411366058093,0.019671660455754619,0.0047535535793778528,133.16162222387774,73.592728098278172
10740,1.0547,141.9496,-21.164366666666666,13.531011585383345,15.167126368236083,-87.922047522186659,0.36294382453089441,0.72588764906178882,0.057011182589509796,0.014233353611725383,0.017980620315397464,-138.44516202812656,-15.487633699211619
10750,1.0547,141.94245,-21.119016666666667,12.781452659484914,19.237488168251033,-42.808685498434954,0.96562512089765151,1.931250241795303,0.2016317636332827,0.035118923755686191,0.039013013047813933,-153.06007494583338,149.31292449780713
10760,1.0547,141.9142,-21.08288333333333,13.2330344934372,15.579539923877769,1.317128014049372,1.1665846924433432,2.3331693848866863,0.08144032520157006,0.023512258628828067,0.010232062901680041,121.55660161371692,136.28959157950521
10770,1.0547,141.88531666666665,-21.0487,13.645652495447967,15.806684671979927,-40.452577703071995,1.5192792220592741,3.0385584441185483,0.073373877402228754,0.013456895151754024,0.026779853090405478,-6.1060655906598802,113.16505009938
10780,1.0547,141.85421666666667,-21.0171,13.107851342228109,14.824165771792403,-19.3691768247669,1.0722227538226723,2.1444455076453446,0.061446132678430444,0.0,0.0,-180.0,-180.0
10790,1.0547,141.83641666666668,-20.97685,12.610911525423104,16.098579326628936,-32.784821618537265,-0.32141769548447047,-0.64283539096894093,0.12148135329806964,0.034652353223159953,0.011581628774309122,82.996204374410709,-46.616403566876599
