FREQ,STATION,LAT,LON,ZXXre,ZXXim,ZXYre,ZXYim,ZYXre,ZYXim,ZYYre,ZYYim,TXre,TXim,TYre,TYim,RHOxx,RHOxy,RHOyx,RHOyy,PHSxx,PHSxy,PHSyx,PHSyy
0.3125,VIC019,-37.97042002777778,145.02396000000002,34.079999999999998,-5.8879999999999999,77.805000000000007,10.089,-36.838999999999999,-14.696999999999999,-1.6911,2.1023999999999998,4.7670000000000003,-1.9424999999999999,4.3247999999999998,-1.9998,765.51356415999987,3939.4598054400008,1006.7927872,4.6591391808000013,-9.8022232100658666,7.3883365419522349,21.749636771294462,128.81203152351685
